code,name,type,typeName,address,phone,likeCount,mainMenu,price
9005,수타손짜장,2,중식,서울특별시 강남구 개포로 615 (개포동)  지하1층 110호,02-451-9763,2,짜장+짬뽕+탕수육set,10000
9005,수타손짜장,2,중식,서울특별시 강남구 개포로 615 (개포동)  지하1층 110호,02-451-9763,2,짜장+짬뽕set,7000
9005,수타손짜장,2,중식,서울특별시 강남구 개포로 615 (개포동)  지하1층 110호,02-451-9763,2,손짜장,6000
9009,이모네분식,4,기타외식업(다방패스트푸드등),서울특별시 강남구 도곡로21길 15 (역삼동 역삼동월드메르디앙아파트) 지상1층5호,02-567-2005,2,쫄면,6500
9009,이모네분식,4,기타외식업(다방패스트푸드등),서울특별시 강남구 도곡로21길 15 (역삼동 역삼동월드메르디앙아파트) 지상1층5호,02-567-2005,2,칼국수,6500
9009,이모네분식,4,기타외식업(다방패스트푸드등),서울특별시 강남구 도곡로21길 15 (역삼동 역삼동월드메르디앙아파트) 지상1층5호,02-567-2005,2,떡만두국,6500
9012,형제갈비,1,한식,서울특별시 구로구 구로동로18길 20-6 (구로동),02-868-1354,1,삼겹살(국200g),10000
9012,형제갈비,1,한식,서울특별시 구로구 구로동로18길 20-6 (구로동),02-868-1354,1,돼지갈비(국200g),10000
9013,착한우동짜장,2,중식,서울특별시 관악구 신림로 255 (신림동),없음,1,우동,3500
9013,착한우동짜장,2,중식,서울특별시 관악구 신림로 255 (신림동),없음,1,짜장면,3500
9016,만금성,2,중식,서울특별시 강남구 언주로 117 상가동 지하1층 42호(도곡동 우성4차아파트),02-572-0015,0,볶음밥,7000
9016,만금성,2,중식,서울특별시 강남구 언주로 117 상가동 지하1층 42호(도곡동 우성4차아파트),02-572-0015,0,자장면,6000
9016,만금성,2,중식,서울특별시 강남구 언주로 117 상가동 지하1층 42호(도곡동 우성4차아파트),02-572-0015,0,짬뽕,7000
9017,도곡한우소머리국밥,1,한식,서울특별시 강남구 도곡로 172 (도곡동) 지상 1층,02-2057-0252,0,콩나물국밥,5000
9017,도곡한우소머리국밥,1,한식,서울특별시 강남구 도곡로 172 (도곡동) 지상 1층,02-2057-0252,0,양선지국밥,9000
9018,밀가칼국수,1,한식,서울특별시 강남구 영동대로106길 33 (삼성동) ,02-566-5805,0,새싹비빔밥,7000
9018,밀가칼국수,1,한식,서울특별시 강남구 영동대로106길 33 (삼성동) ,02-566-5805,0,칼국수,7000
9018,밀가칼국수,1,한식,서울특별시 강남구 영동대로106길 33 (삼성동) ,02-566-5805,0,만두국,7000
9020,중화요리 명가,2,중식,서울특별시 강서구 화곡로61길 100 (등촌동),02-2658-1959,0,탕수육,13000
9020,중화요리 명가,2,중식,서울특별시 강서구 화곡로61길 100 (등촌동),02-2658-1959,0,자장면,3000
9020,중화요리 명가,2,중식,서울특별시 강서구 화곡로61길 100 (등촌동),02-2658-1959,0,짬뽕,4000
9022,무릉도원,1,한식,서울특별시 구로구 구로동로28길 64-12 (구로동 남촌홈타운),02-857-2111,0,가정식백반,5000
9023,태성순대국,1,한식,서울특별시 노원구 화랑로43길 18 (월계동),02-912-6819,0,머리 고기,7000
9023,태성순대국,1,한식,서울특별시 노원구 화랑로43길 18 (월계동),02-912-6819,0,순댓국,5500
9027,수유시골집,1,한식,서울특별시 강북구 도봉로 328 (번동) 가든타워 지하 31호,990-4343,0,김치찌개 백반,5000
9027,수유시골집,1,한식,서울특별시 강북구 도봉로 328 (번동) 가든타워 지하 31호,990-4343,0,백반,5000
9027,수유시골집,1,한식,서울특별시 강북구 도봉로 328 (번동) 가든타워 지하 31호,990-4343,0,제육볶음,6000
9032,만리장성,2,중식,서울특별시 서대문구 홍은중앙로 106 (홍은동),02-396-9970,0,자장면,4000
9032,만리장성,2,중식,서울특별시 서대문구 홍은중앙로 106 (홍은동),02-396-9970,0,짬뽕,4500
9033,어가네,1,한식,서울특별시 서대문구 모래내로 377-1 (홍제동),02-379-5612,0,김치찌개,5000
9033,어가네,1,한식,서울특별시 서대문구 모래내로 377-1 (홍제동),02-379-5612,0,비빔밥,5000
9034,엉터리돼지갈비,1,한식,서울특별시 서대문구 포방터길 71 (홍은동),02-379-1583,0,김치찌개,4000
9034,엉터리돼지갈비,1,한식,서울특별시 서대문구 포방터길 71 (홍은동),02-379-1583,0,된장찌개,4000
9035,홍은나루터,1,한식,서울특별시 서대문구 연희로 261-10 (홍은동),02-315-3081,0,생삼겹살,10000
9036,생삼이네,1,한식,서울특별시 서대문구 통일로37길 38 (홍제동),02-6337-8621,0,삼겹살,5900
9036,생삼이네,1,한식,서울특별시 서대문구 통일로37길 38 (홍제동),02-6337-8621,0,생삼겹살,10000
9037,곰닭,1,한식,서울특별시 서대문구 홍은중앙로 116-1 (홍은동),02-6406-9291,0,치킨,12000
9038,비락,2,중식,서울특별시 서대문구 연희로 243 (연희동),02-394-6666,0,자장면,2500
9038,비락,2,중식,서울특별시 서대문구 연희로 243 (연희동),02-394-6666,0,짬뽕,3000
9039,가원,2,중식,서울특별시 서대문구 통일로 422 (홍제동),02-723-4149,0,짬뽕,4000
9039,가원,2,중식,서울특별시 서대문구 통일로 422 (홍제동),02-723-4149,0,자장면,3000
9039,가원,2,중식,서울특별시 서대문구 통일로 422 (홍제동),02-723-4149,0,탕수육,6000
9044,동일루,2,중식,서울특별시 마포구 포은로 75 (망원동),02-3144-2221,0,유니짜장,5000
9044,동일루,2,중식,서울특별시 마포구 포은로 75 (망원동),02-3144-2221,0,짬뽕(2인),9000
9044,동일루,2,중식,서울특별시 마포구 포은로 75 (망원동),02-3144-2221,0,탕수육(2인),15000
9046,빈대떡마을,1,한식,서울특별시 마포구 망원로 97 (망원동),02-325-0843,0,모듬전,15000
9046,빈대떡마을,1,한식,서울특별시 마포구 망원로 97 (망원동),02-325-0843,0,해물파전,12000
9047,웨스턴후라이드라이스,3,경양식일식,서울특별시 마포구 홍익로 26 (동교동),02-336-7892,0,김치야채볶음밥,6500
9047,웨스턴후라이드라이스,3,경양식일식,서울특별시 마포구 홍익로 26 (동교동),02-336-7892,0,햄치즈볶음밥,7000
9048,남원수창골추어탕,1,한식,서울특별시 마포구 망원로11길 3 (망원동),02-322-3230,0,추어탕,6500
9048,남원수창골추어탕,1,한식,서울특별시 마포구 망원로11길 3 (망원동),02-322-3230,0,추어돈가스,6000
9050,가로수길칼국수,1,한식,서울특별시 강남구 압구정로2길 46 강남상가 1층 19호,02-512-6474,0,새싹열부비빔밥,6000
9050,가로수길칼국수,1,한식,서울특별시 강남구 압구정로2길 46 강남상가 1층 19호,02-512-6474,0,바지락칼국수,7000
9052,영동우동,1,한식,서울특별시 강남구 도곡로7길 28 (역삼동),02-555-6858,0,영동우동,4000
9052,영동우동,1,한식,서울특별시 강남구 도곡로7길 28 (역삼동),02-555-6858,0,옛날짜장,4000
9052,영동우동,1,한식,서울특별시 강남구 도곡로7길 28 (역삼동),02-555-6858,0,잔치국수,4500
9054,강남본돼지갈비,1,한식,서울특별시 강남구 개포로22길 27 (개포동),02-575-3792,0,생오겹살(200g),15000
9054,강남본돼지갈비,1,한식,서울특별시 강남구 개포로22길 27 (개포동),02-575-3792,0,참숯불돼지갈비(300g),15000
9054,강남본돼지갈비,1,한식,서울특별시 강남구 개포로22길 27 (개포동),02-575-3792,0,참숯불돼지갈비(300g),15000
9055,나드리식당,1,한식,서울특별시 강남구 선릉로6길 19 (개포동),00-000-0000,0,오늘의백반,6000
9056,의정부 부대찌개,1,한식,서울특별시 도봉구 덕릉로60길 57 (창동),02-998-6977,0,백반,5000
9056,의정부 부대찌개,1,한식,서울특별시 도봉구 덕릉로60길 57 (창동),02-998-6977,0,김치찌개,6000
9056,의정부 부대찌개,1,한식,서울특별시 도봉구 덕릉로60길 57 (창동),02-998-6977,0,우렁된장찌개,6000
9062,떡마을카페,4,기타외식업(다방패스트푸드등),서울특별시 서대문구 통일로 189-1 (영천동),02-363-8128,0,아메리카노,2500
9062,떡마을카페,4,기타외식업(다방패스트푸드등),서울특별시 서대문구 통일로 189-1 (영천동),02-363-8128,0,떡,1000
9063,대명꼬기,1,한식,서울특별시 서대문구 명물길 27-15 (창천동),02-362-1468,0,생삼겹살,3900
9063,대명꼬기,1,한식,서울특별시 서대문구 명물길 27-15 (창천동),02-362-1468,0,돼지갈비,4900
9064,포천이동갈비촌,1,한식,서울특별시 관악구 신원로 40-12 (신림동),02-884-7109,0,차돌된장찌개,5000
9064,포천이동갈비촌,1,한식,서울특별시 관악구 신원로 40-12 (신림동),02-884-7109,0,냉면,4000
9064,포천이동갈비촌,1,한식,서울특별시 관악구 신원로 40-12 (신림동),02-884-7109,0,돼지갈비(300g),12000
9066,옥문,2,중식,서울특별시 영등포구 버드나루로7길 12-1 (영등포동7가),02-2671-8633,0,자장면,3500
9066,옥문,2,중식,서울특별시 영등포구 버드나루로7길 12-1 (영등포동7가),02-2671-8633,0,탕수육,8500
9068,옛날짜장,2,중식,서울특별시 영등포구 신풍로 18-1 (신길동),02-845-5570,0,짬뽕,4500
9068,옛날짜장,2,중식,서울특별시 영등포구 신풍로 18-1 (신길동),02-845-5570,0,자장면,4000
9069,두부마을,1,한식,서울특별시 강북구 오현로31길 109 (번동),988-8464,0,불고기정식,11000
9069,두부마을,1,한식,서울특별시 강북구 오현로31길 109 (번동),988-8464,0,순두부정식,7000
9069,두부마을,1,한식,서울특별시 강북구 오현로31길 109 (번동),988-8464,0,두부마을정식,7000
9072,속초맛집,1,한식,서울특별시 동대문구 제기로 86 (청량리동),963-3036,0,모듬생선조림,40000
9075,가산순대국,1,한식,서울특별시 금천구 가산로 147-7 (가산동),02-830-7514,0,순대국,7000
9084,꼼이네,1,한식,서울특별시 금천구 디지털로12길 21 (가산동),02-830-7261,0,된장찌게,5000
9084,꼼이네,1,한식,서울특별시 금천구 디지털로12길 21 (가산동),02-830-7261,0,백반,5000
9086,맛순이순대국감자탕,1,한식,서울특별시 금천구 가산로5길 72 1층 103호 (가산동),02-861-0758,0,뼈해장국,8000
9086,맛순이순대국감자탕,1,한식,서울특별시 금천구 가산로5길 72 1층 103호 (가산동),02-861-0758,0,순댓국,7000
9087,진미한분식,1,한식,서울특별시 금천구 가산로3길 22 (독산동),02-854-7153,0,된장찌개,5000
9087,진미한분식,1,한식,서울특별시 금천구 가산로3길 22 (독산동),02-854-7153,0,김밥,2500
9089,홍두깨손칼국수,1,한식,서울특별시 금천구 독산로39길 11 (시흥동),02-892-2060,0,수제비,4000
9089,홍두깨손칼국수,1,한식,서울특별시 금천구 독산로39길 11 (시흥동),02-892-2060,0,칼국수,3500
9090,참치킹,1,한식,서울특별시 금천구 벚꽃로 298 대륭포스트타워6차 (가산동),02-2083-8885,0,참치회 한접시(중),49000
9090,참치킹,1,한식,서울특별시 금천구 벚꽃로 298 대륭포스트타워6차 (가산동),02-2083-8885,0,회덮밥,7000
9090,참치킹,1,한식,서울특별시 금천구 벚꽃로 298 대륭포스트타워6차 (가산동),02-2083-8885,0,참치정식(특),25000
9093,대호식당,1,한식,서울특별시 금천구 가산로3길 55 (독산동),02-864-5623,0,백반,5000
9093,대호식당,1,한식,서울특별시 금천구 가산로3길 55 (독산동),02-864-5623,0,순대국,6000
9095,만세한식부페본점,1,한식,서울특별시 금천구 가산로3길 77 (독산동),02-808-7862,0,한식뷔페,5000
9096,조여사네집,1,한식,서울특별시 금천구 벚꽃로 130 (독산동),02-859-7418,0,순댓국,5000
9096,조여사네집,1,한식,서울특별시 금천구 벚꽃로 130 (독산동),02-859-7418,0,뼈해장국,6000
9097,박리분식,1,한식,서울특별시 금천구 가산로 126 (가산동),02-857-4009,0, 뚝불고기 ,6000
9097,박리분식,1,한식,서울특별시 금천구 가산로 126 (가산동),02-857-4009,0,김밥,2000
9098,진미식당,1,한식,서울특별시 금천구 가산로3길 25 (독산동),02-869-7774,0,백반,6000
9100,얼큰순대국,1,한식,서울특별시 금천구 범안로 1201 1층 (독산동),02-809-8550,0,순대국,6000
9100,얼큰순대국,1,한식,서울특별시 금천구 범안로 1201 1층 (독산동),02-809-8550,0, 뚝불고기 ,6000
9101,홍능갈비,1,한식,서울특별시 금천구 범안로21길 6 (독산동),02-894-8292,0,냉면,5000
9101,홍능갈비,1,한식,서울특별시 금천구 범안로21길 6 (독산동),02-894-8292,0,삼겹,12000
9102,다래성,2,중식,서울특별시 금천구 시흥대로 471-1 (독산동),02-856-6725,0,짬뽕,3500
9102,다래성,2,중식,서울특별시 금천구 시흥대로 471-1 (독산동),02-856-6725,0,짜장면,2500
9104,자연화로구이,1,한식,서울특별시 금천구 시흥대로153길 42 (가산동),02-862-8535,0,생오겹살 180g,13000
9104,자연화로구이,1,한식,서울특별시 금천구 시흥대로153길 42 (가산동),02-862-8535,0,돼지한마리 400g,25000
9108,고기굽는마을,1,한식,서울특별시 금천구 벚꽃로38길 32-29 (가산동),02-868-0390,0,생삼겹살,10000
9108,고기굽는마을,1,한식,서울특별시 금천구 벚꽃로38길 32-29 (가산동),02-868-0390,0,닭도리탕 大,25000
9108,고기굽는마을,1,한식,서울특별시 금천구 벚꽃로38길 32-29 (가산동),02-868-0390,0,제육볶음,6000
9114,다  담,1,한식,서울특별시 금천구 디지털로9길 68 대륭포스트타워5차 B113호 (가산동),02-521-4755,0,김치찌개,6000
9115,풍천장어,1,한식,서울특별시 금천구 시흥대로52길 70 (시흥동),02-802-5525,0,풍천민물장어 1kg,69000
9115,풍천장어,1,한식,서울특별시 금천구 시흥대로52길 70 (시흥동),02-802-5525,0,장어탕+공기밥,7000
9116,금천식당,1,한식,서울특별시 금천구 시흥대로56길 22 (시흥동),02-809-5530,0,칼국수,4000
9116,금천식당,1,한식,서울특별시 금천구 시흥대로56길 22 (시흥동),02-809-5530,0,된장찌게,6000
9117,장수갈비,1,한식,서울특별시 금천구 시흥대로56길 18 (시흥동),02-805-8284,0,돼지생갈비,11000
9117,장수갈비,1,한식,서울특별시 금천구 시흥대로56길 18 (시흥동),02-805-8284,0,돼지갈비,11000
9118,육합춘짜장짬뽕전문,2,중식,서울특별시 금천구 시흥대로26길 5 (시흥동),02-802-0133,0,짜장면,3500
9118,육합춘짜장짬뽕전문,2,중식,서울특별시 금천구 시흥대로26길 5 (시흥동),02-802-0133,0,짬뽕,5500
9119,산들바다 생고기,1,한식,서울특별시 금천구 금하로 613 (시흥동),02-808-6919,0,생목살 200g,11000
9119,산들바다 생고기,1,한식,서울특별시 금천구 금하로 613 (시흥동),02-808-6919,0,통돼지한마리500g,17000
9119,산들바다 생고기,1,한식,서울특별시 금천구 금하로 613 (시흥동),02-808-6919,0,생삼겹살 200g,11000
9119,산들바다 생고기,1,한식,서울특별시 금천구 금하로 613 (시흥동),02-808-6919,0,돼지불고기(간장고추장),7000
9120,신가네참숯민물장어,1,한식,서울특별시 금천구 시흥대로52길 18 (시흥동),02-802-2999,0,장어탕,7000
9120,신가네참숯민물장어,1,한식,서울특별시 금천구 시흥대로52길 18 (시흥동),02-802-2999,0,삼겹살,6000
9121,보광식당,1,한식,서울특별시 광진구 아차산로 341 (자양동),456-3707,0,김치찌개,6000
9121,보광식당,1,한식,서울특별시 광진구 아차산로 341 (자양동),456-3707,0,된장찌개,6000
9122,종로한정식,1,한식,서울특별시 광진구 아차산로40길 8 (자양동),457-2411,0,된장찌개,5000
9122,종로한정식,1,한식,서울특별시 광진구 아차산로40길 8 (자양동),457-2411,0,김치찌개,5000
9123,보현식당,1,한식,서울특별시 광진구 뚝섬로34길 9 (자양동 자양2차현대아파트),458-5784,0,냉면,5000
9124,누이네,1,한식,서울특별시 강남구 압구정로2길 46 (신사동 강남상가아파트) 1층 3호 40호,02-545-5195,0,청국장,6000
9124,누이네,1,한식,서울특별시 강남구 압구정로2길 46 (신사동 강남상가아파트) 1층 3호 40호,02-545-5195,0,된장찌개,6000
9124,누이네,1,한식,서울특별시 강남구 압구정로2길 46 (신사동 강남상가아파트) 1층 3호 40호,02-545-5195,0,순두부찌개,6000
9128,만두랑,1,한식,서울특별시 강남구 역삼로19길 29 (역삼동),02-557-9397,0,떡만두국,6000
9128,만두랑,1,한식,서울특별시 강남구 역삼로19길 29 (역삼동),02-557-9397,0,만두국,6500
9128,만두랑,1,한식,서울특별시 강남구 역삼로19길 29 (역삼동),02-557-9397,0,칼만두국,6000
9131,대영식당,1,한식,서울특별시 강남구 강남대로62길 30  (역삼동),02-566-1373,0,김치찌개,5000
9131,대영식당,1,한식,서울특별시 강남구 강남대로62길 30  (역삼동),02-566-1373,0,순두부찌개,5000
9131,대영식당,1,한식,서울특별시 강남구 강남대로62길 30  (역삼동),02-566-1373,0,된장찌개,5000
9132,고향한식부페,1,한식,서울특별시 강남구 논현로72길 20 지하1층(역삼동),02-3452-8050,0,한식부페,5500
9134,낙원식당,1,한식,서울특별시 서대문구 응암로 141 (북가좌동),303-2088,0,불고기,7000
9135,청와면옥함흥냉면,1,한식,서울특별시 서대문구 응암로 94 (북가좌동),309-8395,0,갈비탕,7000
9137,화순식당,1,한식,서울특별시 서대문구 증가로24마길 47 (북가좌동 에코더블레스),376-2062,0,백반,5000
9138,소문난냉면,1,한식,서울특별시 서대문구 거북골로 210 (북가좌동),373-7673,0,냉면,4500
9139,칼집삼겹살,1,한식,서울특별시 서대문구 통일로39가길 12 (홍제동),394-9007,0,삼겹살,7000
9140,엄마손밥상,1,한식,서울특별시 서대문구 응암로1길 9-1 (북가좌동),302-3486,0,불고기,7000
9141,이삭칼국수,1,한식,서울특별시 서대문구 증가로 101 (남가좌동),3152-8882,0,칼국수,4500
9142,다미돈까스,3,경양식일식,서울특별시 서대문구 증가로 260 (북가좌동),373-3322,0,돈가스,5500
9143,중화요리 신세계로반점,2,중식,서울특별시 서대문구 증가로24바길 71 (북가좌동),304-5100,0,자장면,2000
9144,홍제동잔치집,1,한식,서울특별시 서대문구 통일로 428-1 (홍제동),720-8833,0,칼국수,5000
9145,조정현갈비탕,1,한식,서울특별시 서대문구 명물길 43-3 (창천동),312-5408,0,삼겹살,10000
9146,나주식당,1,한식,서울특별시 연세로 10-1,364-9982,0,불고기,9000
9148,더케익부티크,4,기타외식업(다방패스트푸드등),서울특별시 서대문구 통일로39나길 28 (홍제동),3217-5878,0,커피,2000
9149,한잎,1,한식,서울특별시 서대문구 세무서7길 6-2 (홍제동),391-7770,0,칼국수,3500
9150,소돈,1,한식,서울특별시 서대문구 응암로 69 (북가좌동),070-8289-8573,0,쇠고기,9900
9151,1번출구커피,4,기타외식업(다방패스트푸드등),서울특별시 서대문구 통일로 460 (홍제동),379-0595,0,커피,1500
9152,축산정육식당,1,한식,서울특별시 통일로 479,391-9285,0,삼겹살,9900
9153,커피디인,4,기타외식업(다방패스트푸드등),서울특별시 거북골로20길3,309-1688,0,커피,2000
9155,송림기사식당,1,한식,서울특별시 서대문구 모래내로 209 (남가좌동),308-2317,0,삼겹살,8500
9156,삼겹살데이,1,한식,서울특별시 서대문구 가좌로 29 (연희동),324-0301,0,삼겹살,5900
9161,삼거리식당,1,한식,서울특별시 구로구 구로동로38길 15 (구로동),02-862-9873,0,삼겹살,8000
9161,삼거리식당,1,한식,서울특별시 구로구 구로동로38길 15 (구로동),02-862-9873,0,칼국수,5000
9161,삼거리식당,1,한식,서울특별시 구로구 구로동로38길 15 (구로동),02-862-9873,0,김치찌개,5500
9166,우리가참순대,1,한식,서울특별시 관악구 관악로 148 (봉천동),02-883-1063,0,순대국,5000
9168,우리집 맛자랑,1,한식,서울특별시 중구 퇴계로20길 26 (남산동2가),02-319-8939,0,청국장,6000
9168,우리집 맛자랑,1,한식,서울특별시 중구 퇴계로20길 26 (남산동2가),02-319-8939,0,김치찌개,6000
9168,우리집 맛자랑,1,한식,서울특별시 중구 퇴계로20길 26 (남산동2가),02-319-8939,0,김치볶음밥,6000
9168,우리집 맛자랑,1,한식,서울특별시 중구 퇴계로20길 26 (남산동2가),02-319-8939,0,칼국수,6000
9169,카페 베아띠,4,기타외식업(다방패스트푸드등),서울특별시 중구 삼일대로 300 (충무로2가),02-2264-8695,0,샌드위치 세트,5500
9169,카페 베아띠,4,기타외식업(다방패스트푸드등),서울특별시 중구 삼일대로 300 (충무로2가),02-2264-8695,0,베이글 세트,4500
9170,광희식당,1,한식,서울특별시 중구 장충단로 212-2 (광희동2가),02-2265-1555,0,비빔밥,6500
9170,광희식당,1,한식,서울특별시 중구 장충단로 212-2 (광희동2가),02-2265-1555,0,된장찌개,6500
9170,광희식당,1,한식,서울특별시 중구 장충단로 212-2 (광희동2가),02-2265-1555,0,순두부,6000
9170,광희식당,1,한식,서울특별시 중구 장충단로 212-2 (광희동2가),02-2265-1555,0,백반,6000
9173,오늘김밥,1,한식,서울특별시 보문로 157-1 1층,02-925-8558,0,바지수선,3000
9173,오늘김밥,1,한식,서울특별시 보문로 157-1 1층,02-925-8558,0,볶음밥,5000
9173,오늘김밥,1,한식,서울특별시 보문로 157-1 1층,02-925-8558,0,된장찌개,5500
9174,짬뽕늬우스,2,중식,서울특별시 노원구 노해로81길 6 (상계동),02-934-4442,0,자장면,4500
9174,짬뽕늬우스,2,중식,서울특별시 노원구 노해로81길 6 (상계동),02-934-4442,0,탕수육,6000
9174,짬뽕늬우스,2,중식,서울특별시 노원구 노해로81길 6 (상계동),02-934-4442,0,짬뽕,4500
9175,향원,2,중식,서울특별시 노원구 석계로 27 (월계동),02-941-3344,0,자장면,3000
9175,향원,2,중식,서울특별시 노원구 석계로 27 (월계동),02-941-3344,0,짬뽕,5000
9176,형제해장국,1,한식,서울특별시 노원구 동일로 1106 1층 일부(공릉동),02-979-5309,0,해장국,4500
9176,형제해장국,1,한식,서울특별시 노원구 동일로 1106 1층 일부(공릉동),02-979-5309,0,물냉면,5500
9176,형제해장국,1,한식,서울특별시 노원구 동일로 1106 1층 일부(공릉동),02-979-5309,0,김치찌개,5000
9178,역삼정,1,한식,서울특별시 강남구 역삼로19길 31 (역삼동),02-539-7107,0,고추장불고기,7000
9178,역삼정,1,한식,서울특별시 강남구 역삼로19길 31 (역삼동),02-539-7107,0,청국장,6000
9178,역삼정,1,한식,서울특별시 강남구 역삼로19길 31 (역삼동),02-539-7107,0,부추된장비빔밥,6000
9179,예향,2,중식,서울특별시 강남구 역삼로7길 3 2층(역삼동),02-539-4431,0,볶음밥,6500
9179,예향,2,중식,서울특별시 강남구 역삼로7길 3 2층(역삼동),02-539-4431,0,짬뽕,6000
9179,예향,2,중식,서울특별시 강남구 역삼로7길 3 2층(역삼동),02-539-4431,0,짜장면,5000
9182,예자네밥상,1,한식,서울특별시 강남구 테헤란로114길 30 (대치동),02-553-4675,0,반도리탕,9000
9184,황가솥뚜껑삼겹살,1,한식,서울특별시 강남구 논현로30길 36 지하1층(도곡동),02-578-9043,0,삼겹살(200g),14000
9184,황가솥뚜껑삼겹살,1,한식,서울특별시 강남구 논현로30길 36 지하1층(도곡동),02-578-9043,0,제육볶음,7000
9184,황가솥뚜껑삼겹살,1,한식,서울특별시 강남구 논현로30길 36 지하1층(도곡동),02-578-9043,0,순두부찌개,7000
9185,더스푼,1,한식,서울특별시 강남구 역삼로 517 (대치동),02-567-9889,0,한식뷔페,6000
9187,참맛 닭곰탕,1,한식,서울특별시 마포구 망원로8길 36 (망원동),336-9945,0,닭곰탕(특),6000
9187,참맛 닭곰탕,1,한식,서울특별시 마포구 망원로8길 36 (망원동),336-9945,0,닭곰탕,4500
9190,오군 수제 고로케,4,기타외식업(다방패스트푸드등),서울특별시 마포구 동교로27길 62 (연남동),02-325-5159,0,꽈배기,1000
9190,오군 수제 고로케,4,기타외식업(다방패스트푸드등),서울특별시 마포구 동교로27길 62 (연남동),02-325-5159,0,소시지 핫도그,1500
9190,오군 수제 고로케,4,기타외식업(다방패스트푸드등),서울특별시 마포구 동교로27길 62 (연남동),02-325-5159,0,고로케,2000
9191,미소국수,1,한식,서울특별시 마포구 동교로27길 41 (연남동),02-326-5403,0,잔치국수,4500
9191,미소국수,1,한식,서울특별시 마포구 동교로27길 41 (연남동),02-326-5403,0,비빔국수,5500
9192,연희동 할머니네,1,한식,서울특별시 마포구 성미산로 100 (연남동),02-322-8258,0,백반,7000
9193,풍년갈비,1,한식,서울특별시 마포구 동교로 264 (연남동),02-322-5818,0,삼겹살(180g),10000
9193,풍년갈비,1,한식,서울특별시 마포구 동교로 264 (연남동),02-322-5818,0,돼지갈비(250g),10000
9194,홍두깨손칼국수,1,한식,서울특별시 도봉구 도당로13가길 13 (방학동),375-2727,0,손수제비,3500
9194,홍두깨손칼국수,1,한식,서울특별시 도봉구 도당로13가길 13 (방학동),375-2727,0,소고기콩나물밥,4000
9194,홍두깨손칼국수,1,한식,서울특별시 도봉구 도당로13가길 13 (방학동),375-2727,0,옛날손칼국수,3500
9195,명동분식,1,한식,서울특별시 도봉구 도당로13가길 6 (방학동),3493-6553,0,떡만둣국,4500
9195,명동분식,1,한식,서울특별시 도봉구 도당로13가길 6 (방학동),3493-6553,0,김치찌개,6000
9195,명동분식,1,한식,서울특별시 도봉구 도당로13가길 6 (방학동),3493-6553,0,김밥,1500
9196,남원추어탕,1,한식,서울특별시 도봉구 해등로 83 (창동),902-0056,0,추어탕(일반),8000
9196,남원추어탕,1,한식,서울특별시 도봉구 해등로 83 (창동),902-0056,0,추어탕(경로우대),5000
9197,커피홀릭,4,기타외식업(다방패스트푸드등),서울특별시 은평구 응암로 250-1 (응암동),02-354-4334,0,커피(아메리카노),3000
9197,커피홀릭,4,기타외식업(다방패스트푸드등),서울특별시 은평구 응암로 250-1 (응암동),02-354-4334,0,카페라떼,3500
9198,세종원,2,중식,서울특별시 광진구 광나루로 373 1층 (군자동),02-499-1800,0,자장면,4500
9198,세종원,2,중식,서울특별시 광진구 광나루로 373 1층 (군자동),02-499-1800,0,짬뽕,5500
9198,세종원,2,중식,서울특별시 광진구 광나루로 373 1층 (군자동),02-499-1800,0,탕수육,13000
9201,은행나무갈매기,1,한식,서울특별시 금천구 금하로 678 (시흥동),02-894-8999,0,돼지갈비,8900
9201,은행나무갈매기,1,한식,서울특별시 금천구 금하로 678 (시흥동),02-894-8999,0,갈비살,8900
9202,투가리,1,한식,서울특별시 관악구 봉천로 595-1 (봉천동),없음,0,비빔밥,4900
9202,투가리,1,한식,서울특별시 관악구 봉천로 595-1 (봉천동),없음,0,김치찌개,5900
9203,착한생칼국수,1,한식,서울특별시 관악구 관천로 49 (신림동),없음,0,꽁보리밥정식,4800
9203,착한생칼국수,1,한식,서울특별시 관악구 관천로 49 (신림동),없음,0,칼국수,3800
9205,시민식당,1,한식,서울특별시 관악구 남부순환로 1869 (봉천동),02-872-1990,0,김치찌개,5000
9205,시민식당,1,한식,서울특별시 관악구 남부순환로 1869 (봉천동),02-872-1990,0,삼겹살,11000
9205,시민식당,1,한식,서울특별시 관악구 남부순환로 1869 (봉천동),02-872-1990,0,된장찌개,5000
9206,옥천골,1,한식,서울특별시 관악구 청룡7길 41 (봉천동),02-877-8292,0,돌솥추어탕,7000
9207,보글보글 지글지글,1,한식,서울특별시 관악구 난우길 47 (신림동),02-3281-8253,0,삼겹살,9000
9207,보글보글 지글지글,1,한식,서울특별시 관악구 난우길 47 (신림동),02-3281-8253,0,백반,5000
9208,송하정,1,한식,서울특별시 무학봉길 77 (하왕십리동),02-2291-3346,0,주인밥상 ,5000
9211,돈우가,1,한식,서울특별시 중구 남대문로 25-17 (북창동),02-3789-1313,0,제육볶음,7000
9211,돈우가,1,한식,서울특별시 중구 남대문로 25-17 (북창동),02-3789-1313,0,김치찌개,6000
9211,돈우가,1,한식,서울특별시 중구 남대문로 25-17 (북창동),02-3789-1313,0,부대찌개,6000
9212,흑돈연가,1,한식,서울특별시 중구 퇴계로90길 26 (신당동),02-2234-7854,0,점심백반,6000
